Dealership,Season,Car,Buyer,Buyer_Age,Price,Buyer_Income
San Diego,Winter,Toyota,Female,35,22922,78169
Philladephia,Spring,Honda,Male,58,19993,185270
LA,Summer,Ford,Female,50,20083,69212
Phoenix,Fall,Ford,Male,74,41380,58316
Chicago,Fall,Toyota,Female,64,31624,51479
San Antonio,Winter,Kia,Male,77,17089,289899
LA,Winter,Chevrolet,Female,31,39865,137186
San Diego,Summer,Nissan,Female,53,33082,174768
Columbus,Summer,Subaru,Female,24,34678,294531
Houston,Winter,Ram,Male,24,17478,254357
Philladephia,Fall,Chevrolet,Female,70,31381,235142
San Antonio,Fall,Honda,Male,67,26989,265213
Austin,Fall,Jeep,Female,70,33718,216110
Phoenix,Spring,Jeep,Female,58,33438,270234
Columbus,Fall,Ford,Male,78,37916,257879
LA,Spring,Jeep,Female,68,40725,88869
San Diego,Winter,Ford,Male,49,28395,210492
San Diego,Fall,Toyota,Female,31,48036,69389
Columbus,Spring,Chevrolet,Male,24,40099,79400
Columbus,Fall,Hyundai,Female,35,14532,217586
San Antonio,Summer,Ram,Male,67,24081,186811
San Antonio,Summer,Nissan,Male,32,20761,213428
LA,Spring,GMC,Male,56,41095,163722
Chicago,Summer,Jeep,Female,33,15354,209046
San Antonio,Spring,Kia,Female,44,24736,223181
Seattle,Summer,Subaru,Male,30,11449,97080
NYC,Spring,Ford,Male,46,44321,181967
LA,Spring,GMC,Female,21,10733,46778
Philladephia,Summer,GMC,Female,66,14467,95774
Phoenix,Spring,Subaru,Female,51,46572,122931
NYC,Fall,Ram,Female,63,32883,92727
Philladephia,Winter,Ram,Male,38,10404,220575
NYC,Winter,Toyota,Female,68,36067,274623
Columbus,Winter,Honda,Male,43,49830,64045
San Antonio,Spring,Hyundai,Female,29,15821,222670
Philladephia,Summer,Chevrolet,Male,58,49141,257518
Austin,Winter,Hyundai,Female,28,30053,159707
San Antonio,Fall,Jeep,Female,77,45623,292072
Chicago,Winter,Nissan,Male,18,16920,269804
San Diego,Fall,Toyota,Female,78,28326,166598
Austin,Summer,Hyundai,Female,26,37362,227692
San Antonio,Winter,Ram,Female,63,11567,156739
Seattle,Spring,Honda,Female,21,38963,168328
LA,Spring,Jeep,Male,20,37034,188662
Philladephia,Summer,Nissan,Male,75,38694,268482
LA,Spring,Ram,Male,28,15767,276385
San Diego,Fall,Ford,Female,48,22442,72418
Columbus,Spring,Subaru,Female,30,42551,235508
Seattle,Fall,Chevrolet,Female,72,15795,136131
Phoenix,Spring,Subaru,Female,58,14727,116394
Phoenix,Fall,Honda,Male,68,34434,165010
San Diego,Winter,Kia,Female,76,37585,156651
San Diego,Winter,Kia,Male,37,36931,131514
Chicago,Summer,Nissan,Male,48,38018,207981
Philladephia,Fall,Ram,Female,44,24913,207807
Austin,Winter,Ram,Male,43,41665,48129
Seattle,Fall,Toyota,Male,38,27300,268652
Phoenix,Spring,Subaru,Male,61,19251,298800
Seattle,Summer,Nissan,Male,56,35277,75303
Houston,Fall,Ram,Male,29,16781,164069
NYC,Fall,Nissan,Male,57,38923,97355
LA,Winter,Hyundai,Male,16,29320,297179
San Antonio,Winter,Hyundai,Female,34,44764,89959
NYC,Winter,Subaru,Male,21,12118,192889
Austin,Winter,GMC,Male,61,25410,138329
San Antonio,Summer,Jeep,Female,22,41259,222901
NYC,Fall,Hyundai,Male,48,37713,272236
San Antonio,Fall,Subaru,Female,66,46527,198317
Phoenix,Winter,Toyota,Male,52,33266,234089
Phoenix,Summer,Kia,Female,30,41111,246039
San Antonio,Winter,Chevrolet,Male,56,16056,214309
LA,Spring,Hyundai,Female,36,21538,155854
Austin,Spring,Kia,Female,22,15395,180976
LA,Winter,Nissan,Female,72,36130,83707
Houston,Spring,Ram,Male,34,39149,161473
San Diego,Summer,Honda,Female,77,24389,145452
Chicago,Fall,Toyota,Female,55,43225,292675
San Diego,Summer,Honda,Female,73,12783,120483
San Diego,Winter,Ram,Female,64,11019,188159
Chicago,Spring,Toyota,Male,28,21617,80993
San Diego,Winter,Subaru,Female,27,38935,176956
Chicago,Summer,Hyundai,Male,41,46960,158026
Columbus,Fall,Subaru,Female,55,36334,84333
San Diego,Spring,Ram,Male,37,10831,205124
Phoenix,Fall,Nissan,Female,43,21895,286850
Chicago,Fall,Jeep,Female,61,36691,158408
Chicago,Summer,Nissan,Male,39,27785,167550
Seattle,Fall,Honda,Female,60,12038,289056
Phoenix,Summer,Ford,Female,21,39297,113784
Austin,Summer,Chevrolet,Male,57,36482,62077
Phoenix,Summer,Toyota,Male,72,29375,255589
Houston,Summer,GMC,Male,45,48009,234830
NYC,Winter,Toyota,Male,77,19610,66853
Seattle,Summer,Nissan,Male,42,40506,60012
Chicago,Fall,GMC,Male,38,18224,224950
Columbus,Fall,Chevrolet,Male,46,48890,257021
Columbus,Fall,GMC,Female,74,35561,79190
San Diego,Spring,Jeep,Female,24,16513,119275
Houston,Summer,Toyota,Male,60,25185,244351
San Diego,Summer,Chevrolet,Male,36,49354,218292
Seattle,Summer,Chevrolet,Male,37,23379,183184
Austin,Winter,Subaru,Male,54,26929,96035
Austin,Summer,Hyundai,Female,29,28323,220081
San Diego,Summer,Chevrolet,Male,57,10129,190337
San Antonio,Fall,Toyota,Female,48,19108,67555
Seattle,Fall,Hyundai,Male,49,16737,293164
NYC,Spring,Nissan,Female,34,24265,187593
LA,Summer,Ford,Female,69,17772,298175
San Diego,Winter,Kia,Male,20,22635,82327
NYC,Spring,GMC,Female,35,13740,70889
Chicago,Fall,Ford,Female,66,15850,103161
NYC,Summer,Jeep,Male,59,42623,76438
San Antonio,Summer,Chevrolet,Female,52,41204,191134
Chicago,Summer,Subaru,Male,71,27044,282460
Phoenix,Winter,Hyundai,Male,66,14644,223875
Columbus,Summer,Honda,Female,49,24432,53268
Seattle,Winter,Jeep,Male,35,40998,233991
San Diego,Fall,Subaru,Male,45,22934,135139
LA,Spring,Honda,Male,50,10134,107000
Philladephia,Fall,Hyundai,Female,25,37375,96458
LA,Fall,Kia,Female,71,30009,119248
San Antonio,Fall,Nissan,Male,30,27116,236329
Seattle,Summer,Honda,Female,28,37443,180265
Seattle,Spring,Ram,Female,53,30588,193408
San Diego,Spring,Jeep,Male,18,41107,68175
Houston,Summer,Kia,Female,33,43492,199988
NYC,Fall,Kia,Male,21,21801,235946
Chicago,Summer,Honda,Female,67,17942,160886
San Antonio,Fall,Subaru,Male,71,11375,126097
Austin,Winter,Honda,Female,33,25016,173092
NYC,Winter,Ford,Female,53,19562,296114
San Antonio,Summer,Jeep,Female,39,37445,219689
San Antonio,Winter,Hyundai,Male,51,12304,215884
Phoenix,Fall,Honda,Female,68,25867,63156
Austin,Fall,Honda,Male,25,32404,154511
Phoenix,Winter,Ram,Male,30,35552,140295
San Antonio,Summer,Jeep,Female,23,44008,215833
NYC,Summer,Honda,Male,38,29984,253216
Chicago,Summer,Toyota,Female,75,23335,203355
LA,Summer,Chevrolet,Male,42,12853,71926
NYC,Summer,Jeep,Female,18,39162,203560
NYC,Winter,Ram,Male,23,29141,172779
Seattle,Winter,Hyundai,Female,34,35314,40619
San Antonio,Winter,Hyundai,Male,72,42189,152128
Houston,Winter,Toyota,Female,58,28613,145799
NYC,Winter,Nissan,Female,51,49995,194744
Chicago,Spring,Ford,Male,37,47858,173486
Philladephia,Summer,Ford,Female,34,20307,67306
Philladephia,Fall,Ford,Female,23,47823,246620
Philladephia,Fall,Jeep,Male,30,12215,161921
Seattle,Summer,Ram,Male,67,11139,102943
San Diego,Fall,Hyundai,Male,49,47236,59804
LA,Spring,Chevrolet,Male,26,42097,69560
LA,Winter,Subaru,Female,33,29176,111984
Seattle,Summer,Ford,Female,33,31835,276399
San Diego,Spring,Honda,Male,39,31710,139164
Austin,Spring,Subaru,Male,70,11739,148805
Philladephia,Fall,Toyota,Male,76,41555,225256
Houston,Spring,Ram,Male,21,30128,258161
Chicago,Winter,Toyota,Male,54,19710,149223
San Antonio,Summer,Jeep,Female,21,40783,145424
San Diego,Winter,Toyota,Male,23,20045,61424
Philladephia,Summer,Jeep,Male,52,14742,296057
Phoenix,Winter,Jeep,Male,30,16565,214994
Chicago,Spring,GMC,Female,69,17951,230808
Austin,Summer,GMC,Female,65,31672,44126
NYC,Summer,Subaru,Male,33,42246,195655
NYC,Summer,Nissan,Male,30,21390,70955
LA,Fall,Hyundai,Male,50,24071,125331
Austin,Winter,Kia,Female,64,30739,188643
Philladephia,Summer,Honda,Male,60,25780,239692
NYC,Winter,GMC,Male,43,15355,215868
LA,Fall,Chevrolet,Female,71,44681,147889
LA,Spring,Kia,Female,78,30542,67055
Columbus,Fall,Ram,Female,59,10461,298697
Austin,Winter,Ford,Female,44,13760,203702
Seattle,Summer,Nissan,Male,50,13039,218646
San Antonio,Summer,Honda,Male,65,48688,129358
LA,Fall,Nissan,Male,75,19170,280221
San Antonio,Fall,Chevrolet,Female,73,10964,182168
Philladephia,Spring,Kia,Female,62,36799,123995
Houston,Summer,Nissan,Male,51,24160,222074
LA,Summer,Chevrolet,Male,69,22766,282118
Houston,Fall,Nissan,Female,46,32329,66397
Seattle,Fall,Kia,Female,68,48224,231645
LA,Winter,GMC,Male,23,28603,47634
Columbus,Fall,GMC,Female,43,34817,45253
Chicago,Winter,Hyundai,Female,21,30868,74730
Phoenix,Fall,GMC,Female,23,34468,196779
Austin,Winter,Kia,Female,29,14097,102276
San Antonio,Summer,Toyota,Female,57,16246,41699
San Diego,Summer,GMC,Female,59,32734,225994
LA,Winter,Subaru,Male,44,49291,143695
Seattle,Summer,Jeep,Male,30,27645,70369
Austin,Winter,Nissan,Female,53,44350,162043
NYC,Fall,Subaru,Male,66,33580,169712
NYC,Spring,Subaru,Female,25,48941,61875
Phoenix,Spring,Kia,Female,48,45312,57028
LA,Winter,Nissan,Female,16,23274,282263
Austin,Spring,Honda,Male,77,13164,155161
LA,Winter,Subaru,Male,52,27921,81867
San Antonio,Summer,Ford,Female,25,30761,284681
LA,Fall,Hyundai,Male,52,13971,114097
San Antonio,Fall,Ram,Female,24,43594,256250
LA,Spring,Jeep,Female,22,19880,232540
Austin,Spring,Kia,Female,57,31187,203078
Chicago,Summer,Ford,Male,45,33630,142934
San Diego,Spring,Ford,Female,20,16878,56522
San Diego,Fall,Ram,Male,75,41110,255368
Houston,Winter,Kia,Male,61,34564,223443
Seattle,Winter,Nissan,Female,39,16660,287053
Philladephia,Winter,GMC,Male,71,25025,86640
Chicago,Fall,Jeep,Male,67,41291,279207
Chicago,Spring,Ram,Male,51,17016,58696
LA,Spring,Jeep,Female,49,23283,74476
Austin,Summer,Kia,Female,56,22591,124584
LA,Spring,GMC,Male,35,26414,155191
Houston,Fall,Jeep,Male,45,22530,94535
Chicago,Spring,Toyota,Female,51,10514,259697
San Antonio,Fall,Hyundai,Male,54,43551,278233
San Diego,Winter,Subaru,Male,20,11302,150081
Philladephia,Summer,Toyota,Female,24,12597,289215
Phoenix,Summer,Honda,Female,21,16183,141194
NYC,Spring,Ram,Female,73,36270,106282
Austin,Fall,Kia,Female,46,19939,90543
NYC,Winter,Kia,Male,43,28138,271678
Houston,Winter,Ford,Male,34,25877,252060
Houston,Summer,Kia,Female,60,35645,283904
NYC,Summer,Toyota,Male,78,41380,85332
Philladephia,Winter,Ford,Male,44,34123,228740
Phoenix,Spring,Ram,Male,28,23332,267459
Seattle,Spring,Hyundai,Male,57,44958,160123
Columbus,Spring,Subaru,Male,21,15448,54497
Seattle,Summer,Ram,Female,21,33062,197057
Chicago,Spring,Toyota,Female,47,36549,79279
San Diego,Winter,Nissan,Male,48,14298,213210
Austin,Winter,GMC,Female,21,26301,289874
Seattle,Summer,Toyota,Male,66,31846,126975
Phoenix,Spring,Toyota,Female,22,39098,119558
San Antonio,Spring,Subaru,Female,34,40330,174770
Chicago,Winter,Ford,Male,31,12182,221453
Seattle,Fall,Kia,Male,70,23401,76558
Columbus,Winter,Honda,Male,78,44503,101983
NYC,Summer,Ford,Male,71,41036,148809
Philladephia,Fall,Jeep,Male,68,28014,185152
Seattle,Summer,Toyota,Female,75,17941,269772
Chicago,Winter,Kia,Male,49,21923,132377
Philladephia,Summer,Ford,Male,73,47331,212581
NYC,Spring,Honda,Male,71,18248,233363
Austin,Winter,Ram,Male,73,27490,100875
Columbus,Spring,Honda,Female,53,33684,165091
LA,Fall,Kia,Male,75,38387,260673
NYC,Winter,GMC,Male,53,22566,253751
San Antonio,Spring,Toyota,Female,20,34150,169674
Houston,Spring,Ford,Female,73,21507,260046
Philladephia,Fall,Ram,Male,32,32956,49502
Houston,Winter,Hyundai,Male,20,25054,225177
Houston,Spring,Toyota,Male,31,23332,273963
Philladephia,Spring,Toyota,Male,25,47334,277869
Columbus,Summer,Ram,Male,53,43887,193384
San Antonio,Spring,Honda,Male,47,24097,202702
Phoenix,Summer,Ram,Female,62,15505,260357
San Antonio,Spring,Ram,Female,28,35774,267155
LA,Spring,Ford,Female,78,42119,104206
Seattle,Winter,Nissan,Male,17,23684,45613
Austin,Summer,Honda,Male,71,48967,259215
Austin,Spring,Ford,Male,54,19427,246115
LA,Summer,Nissan,Male,27,11523,40564
San Antonio,Spring,Subaru,Male,66,25843,160915
San Antonio,Spring,Honda,Male,70,37154,94853
Austin,Winter,Hyundai,Female,41,36708,180835
LA,Fall,Jeep,Male,44,48649,171188
Philladephia,Fall,Kia,Male,36,12739,216545
Seattle,Winter,Nissan,Female,70,45720,113265
Chicago,Summer,Nissan,Female,22,32551,191606
NYC,Spring,GMC,Male,38,23346,290015
LA,Summer,Jeep,Male,49,45956,60809
Austin,Spring,Ram,Female,43,43362,161880
Seattle,Winter,GMC,Female,18,12600,150782
Columbus,Fall,Ram,Female,66,16862,151245
Chicago,Spring,Ford,Female,55,20084,55608
LA,Spring,Toyota,Male,57,39512,280948
Columbus,Spring,Ford,Male,66,23019,273523
Philladephia,Spring,Subaru,Female,19,22952,77829
Austin,Winter,Subaru,Female,67,14596,114775
Philladephia,Fall,Jeep,Male,17,16377,82346
LA,Fall,Chevrolet,Female,55,23253,104816
LA,Fall,Ram,Female,36,18377,179681
Chicago,Summer,Kia,Female,58,36888,215199
Austin,Spring,Hyundai,Male,61,34626,67927
LA,Summer,Nissan,Female,70,19912,197201
Phoenix,Spring,Chevrolet,Female,26,13263,241948
Phoenix,Summer,Ram,Male,41,34985,122484
Houston,Winter,Jeep,Male,28,17929,249592
San Antonio,Summer,Nissan,Female,35,31603,65114
NYC,Fall,Hyundai,Female,28,21219,290613
San Diego,Fall,Hyundai,Female,45,19995,288122
Austin,Fall,Hyundai,Male,40,21404,140576
Phoenix,Summer,Subaru,Male,47,38660,176257
San Diego,Summer,Toyota,Male,23,22579,152785
Philladephia,Fall,Ram,Male,26,48087,281746
Chicago,Winter,Hyundai,Female,46,10689,237900
LA,Spring,Toyota,Male,42,38519,94811
Austin,Spring,Hyundai,Female,23,25491,84137
Phoenix,Spring,Jeep,Male,51,15689,47147
NYC,Summer,Ford,Female,54,35092,97586
NYC,Winter,Ford,Male,68,10882,114336
San Antonio,Summer,Hyundai,Female,72,39849,199761
NYC,Winter,Subaru,Female,22,34752,238186
Philladephia,Summer,Ford,Male,24,29417,180446
NYC,Summer,Hyundai,Female,19,43533,95960
Seattle,Summer,Nissan,Male,57,27526,136645
Philladephia,Fall,Ford,Male,37,34325,231190
San Diego,Fall,Nissan,Female,75,32803,276095
San Diego,Fall,Ram,Male,44,14198,232637
Seattle,Winter,Ford,Male,35,35947,218439
Houston,Winter,Honda,Female,76,15458,147249
San Diego,Summer,Kia,Male,35,43729,256891
San Antonio,Spring,Jeep,Male,40,42868,112003
NYC,Spring,Nissan,Male,32,36546,117413
Seattle,Fall,Nissan,Male,16,10643,76724
San Antonio,Winter,Kia,Male,22,30137,256748
Phoenix,Spring,Hyundai,Female,76,14100,131292
Seattle,Summer,Subaru,Male,43,21701,242159
Houston,Summer,Ford,Male,77,23900,219954
San Antonio,Summer,GMC,Female,21,24381,225982
LA,Spring,Nissan,Female,18,48276,262712
Phoenix,Spring,Kia,Female,51,36450,194161
Columbus,Summer,Honda,Male,52,47663,57678
San Antonio,Spring,Ford,Female,43,48229,65904
San Antonio,Fall,Nissan,Male,51,19115,106252
Houston,Winter,Ford,Female,45,36935,55226
San Diego,Winter,Ford,Female,47,49561,265012
Philladephia,Spring,Ford,Female,25,33904,181021
San Antonio,Fall,GMC,Male,56,45428,281177
NYC,Fall,Ford,Male,37,12609,91339
Houston,Winter,Honda,Male,57,38317,298718
San Antonio,Summer,GMC,Female,59,11170,179415
Houston,Winter,Ram,Male,51,25565,240082
San Antonio,Summer,GMC,Male,29,10689,206590
Chicago,Spring,Chevrolet,Male,73,23809,255773
San Antonio,Summer,Kia,Female,49,44330,294305
Philladephia,Spring,Chevrolet,Female,62,10886,42331
San Antonio,Spring,GMC,Male,41,49197,259680
LA,Spring,Jeep,Female,29,37447,290761
Seattle,Fall,Ram,Female,68,34811,40678
Houston,Spring,Jeep,Male,68,22473,273761
San Antonio,Spring,Kia,Male,30,33162,194220
LA,Winter,Kia,Male,33,26395,181168
Houston,Spring,Nissan,Female,32,27700,47989
Columbus,Spring,Hyundai,Male,73,42604,128051
San Antonio,Fall,GMC,Female,37,28116,51143
LA,Summer,GMC,Male,47,34967,273377
Columbus,Fall,Ram,Female,26,36703,52522
Philladephia,Fall,Nissan,Female,67,33717,66082
NYC,Summer,Ford,Female,63,20140,235615
NYC,Fall,Subaru,Male,62,27826,50014
Phoenix,Spring,GMC,Male,65,41198,40111
NYC,Fall,Kia,Male,66,37661,103194
Phoenix,Winter,Toyota,Male,75,31544,291377
Philladephia,Spring,Hyundai,Male,20,42117,117398
San Antonio,Winter,Nissan,Male,21,12765,81777
San Antonio,Winter,Jeep,Male,27,27146,299429
Chicago,Spring,Nissan,Male,54,33085,293505
San Antonio,Summer,Subaru,Female,64,41518,65978
Philladephia,Spring,Chevrolet,Female,55,23233,176694
Columbus,Fall,Kia,Female,30,13995,98536
Austin,Spring,Ram,Female,63,35535,72837
LA,Summer,Nissan,Female,66,40719,181862
Austin,Summer,Nissan,Female,51,40512,220205
Phoenix,Spring,Jeep,Female,26,46158,254396
NYC,Summer,Chevrolet,Female,60,27058,224352
San Diego,Winter,Jeep,Female,20,29364,269229
Columbus,Winter,Nissan,Female,69,13087,148675
Philladephia,Spring,Ram,Male,76,20795,295937
NYC,Spring,Chevrolet,Male,37,19147,110089
LA,Fall,Honda,Female,61,21907,126027
Austin,Fall,Subaru,Male,63,33581,57971
Chicago,Spring,Chevrolet,Female,72,29154,74004
Phoenix,Fall,Toyota,Female,65,41307,260001
Chicago,Summer,Jeep,Female,60,48324,135732
San Diego,Winter,Subaru,Male,60,27559,167315
Austin,Fall,Nissan,Male,48,19389,57741
Columbus,Fall,GMC,Male,72,20491,94262
San Diego,Fall,Honda,Female,35,29170,244294
Chicago,Spring,Nissan,Female,63,43908,295034
LA,Spring,Hyundai,Male,74,45747,85652
Columbus,Fall,Toyota,Male,78,38038,157856
Austin,Winter,Toyota,Male,78,48966,135874
Phoenix,Summer,GMC,Female,39,28924,57233
Philladephia,Fall,Hyundai,Female,38,13392,86290
NYC,Winter,Hyundai,Female,38,30763,265564
Columbus,Fall,Jeep,Female,78,17896,269287
Austin,Spring,Ram,Female,70,38179,52155
Columbus,Spring,Nissan,Male,16,30750,281920
Austin,Winter,Ram,Female,68,31838,103786
Seattle,Spring,Chevrolet,Male,19,19682,191038
Phoenix,Fall,Toyota,Male,70,27102,195673
Chicago,Fall,Chevrolet,Female,19,20033,252773
LA,Summer,Kia,Female,69,19798,103129
Columbus,Spring,Hyundai,Female,63,38667,109420
LA,Winter,Subaru,Female,25,27876,46799
Austin,Summer,Subaru,Female,45,31505,115124
Seattle,Summer,Chevrolet,Female,52,34725,117322
NYC,Winter,Ford,Male,68,41494,139031
Chicago,Spring,Kia,Female,47,28146,205422
Columbus,Spring,Jeep,Female,36,46096,50712
Houston,Winter,Nissan,Male,62,31154,194265
Philladephia,Fall,GMC,Male,54,46417,191514
San Antonio,Fall,Toyota,Male,16,14820,287959
Houston,Winter,Ram,Female,47,22090,234798
Philladephia,Summer,Kia,Male,48,35334,214088
NYC,Summer,GMC,Female,64,32431,214254
Seattle,Fall,Kia,Female,39,34644,195336
Chicago,Fall,Jeep,Female,53,21005,208650
Philladephia,Winter,Ram,Female,40,39908,286945
San Diego,Summer,GMC,Male,63,37464,165805
NYC,Summer,Chevrolet,Male,61,27329,94533
Phoenix,Summer,Hyundai,Male,54,31254,48562
San Antonio,Winter,Nissan,Male,73,45234,200845
San Antonio,Spring,Toyota,Male,24,23521,46338
San Diego,Winter,Ram,Female,41,38870,149238
LA,Winter,Nissan,Male,70,46918,200655
Austin,Fall,Subaru,Female,61,24596,59722
Columbus,Spring,Toyota,Male,40,39111,53712
Phoenix,Spring,Toyota,Male,18,22926,130430
San Antonio,Summer,Toyota,Male,21,34799,173615
Columbus,Summer,Nissan,Male,57,35024,265107
Houston,Fall,Nissan,Male,75,44050,132110
Chicago,Summer,Subaru,Female,35,19652,42651
Seattle,Winter,GMC,Female,71,14842,291334
Phoenix,Winter,Ram,Male,77,45751,125474
LA,Summer,Toyota,Female,65,34295,292756
NYC,Summer,GMC,Male,71,38978,208431
Houston,Spring,Toyota,Female,33,16326,256285
Houston,Summer,Subaru,Female,57,30687,63445
San Diego,Summer,Hyundai,Male,65,18778,296462
Columbus,Spring,Honda,Male,41,10810,77028
San Diego,Spring,Kia,Male,76,48838,46123
Chicago,Summer,Chevrolet,Male,69,49807,166834
Columbus,Summer,Ford,Male,38,38345,279746
Philladephia,Fall,Ram,Male,46,16092,103463
NYC,Fall,Nissan,Male,38,13565,78401
Austin,Winter,Jeep,Female,39,43064,196017
Phoenix,Spring,Ram,Female,23,15797,204219
Seattle,Spring,Jeep,Male,17,37235,139583
Phoenix,Winter,Chevrolet,Female,42,31662,288224
Philladephia,Fall,Toyota,Female,50,43745,270038
LA,Spring,Honda,Female,72,46354,251149
Chicago,Spring,Ford,Female,16,19036,217673
LA,Spring,Hyundai,Male,77,23954,45025
Columbus,Winter,Ford,Female,39,22672,241751
Austin,Spring,Toyota,Female,69,30036,53392
Columbus,Spring,Subaru,Female,32,13443,249392
Seattle,Spring,Subaru,Male,72,13880,50416
Phoenix,Fall,Ram,Female,64,24243,293875
Philladephia,Winter,Chevrolet,Female,47,35503,294236
San Diego,Summer,Jeep,Male,51,17146,172691
NYC,Summer,Ram,Female,46,42554,173924
Houston,Summer,Kia,Female,36,10428,295043
Houston,Summer,Ford,Male,45,38817,116636
Austin,Summer,Nissan,Male,69,48034,141090
Seattle,Winter,Ram,Male,29,23803,223610
NYC,Fall,Honda,Male,44,40731,57027
Seattle,Summer,Honda,Female,23,39432,43520
Phoenix,Spring,Jeep,Female,63,49083,110072
San Diego,Summer,Toyota,Male,69,22555,213007
San Antonio,Summer,Ford,Male,22,33513,200682
Columbus,Spring,Kia,Male,73,17511,46423
San Antonio,Summer,Chevrolet,Male,29,14827,101273
Philladephia,Summer,Honda,Male,35,38828,246059
San Antonio,Winter,Toyota,Male,59,45892,148519
Columbus,Spring,GMC,Female,49,42698,73978
NYC,Fall,Chevrolet,Male,32,16886,48578
Seattle,Fall,Nissan,Female,58,19168,49697
Seattle,Winter,Honda,Female,18,32408,75754
NYC,Spring,Hyundai,Female,29,40991,240268
Houston,Summer,Kia,Female,51,38128,239124
San Antonio,Summer,Subaru,Female,76,16033,226395
Philladephia,Winter,Kia,Female,73,36604,47255
NYC,Summer,Honda,Male,30,13662,42288
NYC,Winter,Chevrolet,Female,21,20319,122018
LA,Fall,Chevrolet,Male,23,34937,143571
San Antonio,Fall,Subaru,Male,21,47948,85708
Seattle,Spring,Ram,Female,66,12218,40878
NYC,Spring,Honda,Female,54,47435,278027
Seattle,Summer,Chevrolet,Male,67,23069,163533
Houston,Fall,GMC,Male,41,46672,111676
Philladephia,Summer,Jeep,Female,65,45550,172755
Columbus,Winter,Subaru,Male,28,18466,167684
San Antonio,Spring,Nissan,Male,49,47647,214508
San Diego,Winter,Subaru,Female,78,44663,165197
Austin,Fall,GMC,Female,38,15184,275519
Chicago,Spring,Chevrolet,Male,50,47799,294735
Columbus,Summer,Jeep,Female,22,21831,141163
Philladephia,Fall,Ram,Female,46,14105,200872
Houston,Winter,Ford,Female,47,16810,182817
San Antonio,Fall,Hyundai,Female,37,30959,41918
Columbus,Winter,Ram,Male,26,32649,110808
Philladephia,Summer,Toyota,Male,73,28351,268838
San Diego,Spring,Ram,Male,63,45483,160575
Houston,Summer,Honda,Male,61,21614,246127
San Diego,Winter,Hyundai,Male,27,39006,200296
Houston,Fall,Toyota,Male,63,24398,271194
San Diego,Spring,Honda,Female,77,24995,100779
LA,Fall,Jeep,Female,16,43223,51378
San Antonio,Spring,Nissan,Male,52,19703,138009
NYC,Winter,Hyundai,Female,63,19263,198652
Philladephia,Winter,Hyundai,Female,34,43565,234609
Philladephia,Summer,GMC,Male,55,11115,51959
Seattle,Winter,Toyota,Male,34,25261,121682
Phoenix,Winter,GMC,Male,44,15617,276618
Houston,Spring,Ram,Male,26,26834,54102
Columbus,Summer,Hyundai,Female,30,36692,41783
Seattle,Summer,Honda,Female,63,14698,49749
Phoenix,Spring,Toyota,Male,31,14642,255089
LA,Fall,Hyundai,Female,53,30954,218022
Phoenix,Winter,Hyundai,Female,51,27577,179328
Houston,Spring,Chevrolet,Male,18,38012,292398
Houston,Winter,GMC,Male,27,19808,176671
NYC,Fall,GMC,Female,63,21124,47413
Columbus,Spring,Chevrolet,Female,75,31620,111644
Austin,Winter,Honda,Female,47,12287,263217
Chicago,Fall,Ram,Male,67,32710,216065
Philladephia,Summer,Hyundai,Male,71,17113,229479
NYC,Spring,Chevrolet,Male,69,27449,278678
LA,Spring,Honda,Female,50,10591,290740
Seattle,Spring,Subaru,Female,25,12778,62028
San Antonio,Winter,Nissan,Female,61,16785,132311
Phoenix,Winter,Subaru,Female,30,19298,200437
Austin,Winter,Hyundai,Male,51,29189,242899
LA,Fall,Kia,Male,54,29885,137542
NYC,Spring,Kia,Female,27,49796,131775
San Antonio,Summer,Ram,Female,30,36783,253426
San Antonio,Fall,Subaru,Male,54,12962,141751
Columbus,Fall,Hyundai,Female,56,24264,158361
Seattle,Spring,Nissan,Female,50,20583,70667
San Diego,Spring,GMC,Male,27,12765,181253
Chicago,Spring,Subaru,Male,27,47217,292830
San Antonio,Fall,Nissan,Male,78,33358,119820
Philladephia,Spring,Ram,Male,71,30401,191888
Chicago,Winter,Hyundai,Male,48,12449,295590
NYC,Spring,Jeep,Male,54,32600,271174
Chicago,Winter,Subaru,Female,53,39602,51157
Chicago,Spring,Ford,Male,22,24706,248826
Columbus,Summer,Hyundai,Male,61,39631,239979
Austin,Fall,GMC,Male,65,11653,244131
LA,Spring,Subaru,Male,36,16985,297596
San Antonio,Fall,GMC,Female,49,46301,268314
NYC,Fall,Toyota,Female,22,16230,132341
NYC,Winter,Ram,Male,43,26770,52261
Austin,Winter,Jeep,Male,44,38811,76231
San Diego,Spring,Jeep,Female,39,44060,177786
Phoenix,Summer,Ram,Female,63,49672,215453
Columbus,Spring,Subaru,Male,35,17737,68317
Philladephia,Fall,Ford,Female,61,43096,90735
San Diego,Spring,Chevrolet,Male,19,39806,68772
Phoenix,Spring,Kia,Male,54,37699,63113
San Antonio,Summer,Jeep,Male,18,42591,247867
Philladephia,Fall,Jeep,Male,65,20044,117976
Houston,Spring,GMC,Female,33,27703,242679
San Antonio,Winter,Subaru,Male,78,41109,196391
LA,Summer,Nissan,Male,16,43202,167090
San Diego,Winter,Hyundai,Female,37,38631,69368
Phoenix,Fall,Nissan,Female,78,16930,280149
San Antonio,Fall,Chevrolet,Female,26,45984,46801
